genome	ANI98	ANI99
GCA_000305395.1	GCA_000171935.1	GCA_000006665.1
GCA_000305415.1	GCA_000171935.1	GCA_000006665.1
GCA_000305435.1	GCA_000171935.1	GCA_000006665.1
GCA_000305455.1	GCA_000171935.1	GCA_000006665.1
GCA_000307205.1	GCA_000005845.2	GCA_000010745.1
GCA_000308975.2	GCA_000005845.2	GCA_000164215.1
GCA_000313405.1	GCA_000005845.2	GCA_000010765.1
GCA_000313425.1	GCA_000005845.2	GCA_000010385.1
GCA_000313445.1	GCA_000005845.2	GCA_000010385.1
GCA_000316325.1	GCA_000171935.1	GCA_000006665.1
GCA_000316345.1	GCA_000171935.1	GCA_000006665.1
GCA_000316365.1	GCA_000171935.1	GCA_000006665.1
GCA_000316385.1	GCA_000171935.1	GCA_000006665.1
GCA_000316405.1	GCA_000005845.2	GCA_000006665.1
GCA_000316425.1	GCA_000171935.1	GCA_000006665.1
GCA_000316445.1	GCA_000171935.1	GCA_000006665.1
GCA_000316465.1	GCA_000171935.1	GCA_000006665.1
GCA_000316485.1	GCA_000171935.1	GCA_000006665.1
GCA_000316505.1	GCA_000171935.1	GCA_000006665.1
GCA_000316545.1	GCA_000171935.1	GCA_000006665.1
GCA_000316565.1	GCA_000171935.1	GCA_000006665.1
GCA_000316705.1	GCA_000171935.1	GCA_000006665.1
GCA_000316725.1	GCA_000171935.1	GCA_000006665.1
GCA_000316745.1	GCA_000171935.1	GCA_000006665.1
GCA_000316765.1	GCA_000171935.1	GCA_000006665.1
GCA_000316785.1	GCA_000171935.1	GCA_000006665.1
GCA_000316805.1	GCA_000171935.1	GCA_000006665.1
GCA_000316825.1	GCA_000171935.1	GCA_000006665.1
GCA_000316845.1	GCA_000171935.1	GCA_000006665.1
GCA_000316865.1	GCA_000005845.2	GCA_000006665.1
GCA_000316885.1	GCA_000171935.1	GCA_000006665.1
GCA_000316905.1	GCA_000171935.1	GCA_000006665.1
GCA_000317395.1	GCA_000007445.1	GCA_000007445.1
GCA_000318425.1	GCA_000171935.1	GCA_000006665.1
GCA_000318445.1	GCA_000171935.1	GCA_000006665.1
GCA_000319835.1	GCA_000005845.2	GCA_000026245.1
GCA_000319855.1	GCA_000005845.2	GCA_000026245.1
GCA_000319875.1	GCA_000005845.2	GCA_000026245.1
GCA_000319915.1	GCA_000005845.2	GCA_000026245.1
GCA_000319935.1	GCA_000005845.2	GCA_000010385.1
GCA_000319955.1	GCA_000005845.2	GCA_000026245.1
GCA_000319975.1	GCA_000005845.2	GCA_000010745.1
GCA_000319995.1	GCA_000005845.2	GCA_000010385.1
GCA_000320015.1	GCA_000005845.2	GCA_000010385.1
GCA_000320035.1	GCA_000005845.2	GCA_000010385.1
GCA_000320045.1	GCA_000005845.2	GCA_000026245.1
GCA_000320075.1	GCA_000005845.2	GCA_000010385.1
GCA_000320095.1	GCA_000005845.2	GCA_000010385.1
GCA_000320115.1	GCA_000005845.2	GCA_000010385.1
GCA_000320135.1	GCA_000005845.2	GCA_000010385.1
GCA_000320155.1	GCA_000005845.2	GCA_000026245.1
GCA_000320175.1	GCA_000005845.2	GCA_000010385.1
GCA_000320195.1	GCA_000005845.2	GCA_000026245.1
GCA_000320215.1	GCA_000005845.2	GCA_000026245.1
GCA_000320235.1	GCA_000005845.2	GCA_000026245.1
GCA_000320255.1	GCA_000005845.2	GCA_000010745.1
GCA_000320275.1	GCA_000005845.2	GCA_000026245.1
GCA_000321145.1	GCA_000171935.1	GCA_000006665.1
GCA_000326145.1	GCA_000026325.1	GCA_000026325.1
GCA_000326165.1	GCA_000007445.1	GCA_000007445.1
GCA_000326185.1	GCA_000007445.1	GCA_000007445.1
GCA_000326205.1	GCA_000005845.2	GCA_000326205.1
GCA_000326225.1	GCA_000007445.1	GCA_000007445.1
GCA_000326245.1	GCA_000026325.1	GCA_000026325.1
GCA_000326265.1	GCA_000007445.1	GCA_000326265.1
GCA_000326285.1	GCA_000007445.1	GCA_000007445.1
GCA_000326305.1	GCA_000007445.1	GCA_000007445.1
GCA_000326325.1	GCA_000007445.1	GCA_000007445.1
GCA_000326345.1	GCA_000007445.1	GCA_000010485.1
GCA_000326365.1	GCA_000007445.1	GCA_000010485.1
GCA_000326385.1	GCA_000007445.1	GCA_000007445.1
GCA_000326405.1	GCA_000007445.1	GCA_000007445.1
GCA_000326425.1	GCA_000005845.2	GCA_000164215.1
GCA_000326445.1	GCA_000007445.1	GCA_000326445.1
GCA_000326465.1	GCA_000007445.1	GCA_000014845.1
GCA_000326485.1	GCA_000007445.1	GCA_000014845.1
GCA_000326505.1	GCA_000026325.1	GCA_000026325.1
GCA_000326525.1	GCA_000007445.1	GCA_000326525.1
GCA_000326545.1	GCA_000007445.1	GCA_000007445.1
GCA_000326565.1	GCA_000171935.1	GCA_000326565.1
GCA_000326585.1	GCA_000007445.1	GCA_000007445.1
GCA_000326605.1	GCA_000007445.1	GCA_000007445.1
GCA_000326625.1	GCA_000007445.1	GCA_000326445.1
GCA_000326645.1	GCA_000005845.2	GCA_000010385.1
GCA_000326665.1	GCA_000007445.1	GCA_000007445.1
GCA_000326685.1	GCA_000005845.2	GCA_000010385.1
GCA_000326705.1	GCA_000007445.1	GCA_000326445.1
GCA_000326725.1	GCA_000007445.1	GCA_000010485.1
GCA_000326745.1	GCA_000007445.1	GCA_000326265.1
GCA_000326765.1	GCA_000005845.2	GCA_000164215.1
GCA_000326785.1	GCA_000026325.1	GCA_000026325.1
GCA_000326805.1	GCA_000007445.1	GCA_000014845.1
GCA_000326825.1	GCA_000005845.2	GCA_000005845.2
GCA_000326845.1	GCA_000026325.1	GCA_000026325.1
GCA_000326885.1	GCA_000007445.1	GCA_000326265.1
GCA_000326905.1	GCA_000007445.1	GCA_000007445.1
GCA_000326925.1	GCA_000005845.2	GCA_000005845.2
GCA_000326945.1	GCA_000026325.1	GCA_000026325.1
GCA_000326965.1	GCA_000026325.1	GCA_000326965.1
GCA_000331615.1	GCA_000007445.1	GCA_000007445.1
GCA_000332755.1	GCA_000005845.2	GCA_000010385.1
GCA_000333175.1	GCA_000005845.2	GCA_000005845.2
GCA_000333195.1	GCA_000005845.2	GCA_000164335.1
GCA_000333215.1	GCA_000007445.1	GCA_000007445.1
GCA_000334975.1	GCA_000171935.1	GCA_000006665.1
GCA_000334995.1	GCA_000171935.1	GCA_000006665.1
GCA_000335015.1	GCA_000171935.1	GCA_000006665.1
GCA_000335035.1	GCA_000005845.2	GCA_000006665.1
GCA_000335055.1	GCA_000171935.1	GCA_000006665.1
GCA_000335075.1	GCA_000171935.1	GCA_000006665.1
GCA_000335095.1	GCA_000171935.1	GCA_000006665.1
GCA_000335115.1	GCA_000171935.1	GCA_000006665.1
GCA_000335135.1	GCA_000171935.1	GCA_000006665.1
GCA_000335155.1	GCA_000171935.1	GCA_000006665.1
GCA_000335175.1	GCA_000171935.1	GCA_000006665.1
GCA_000335195.1	GCA_000171935.1	GCA_000006665.1
GCA_000335215.1	GCA_000171935.1	GCA_000006665.1
GCA_000335235.1	GCA_000005845.2	GCA_000006665.1
GCA_000335255.1	GCA_000005845.2	GCA_000006665.1
GCA_000335275.1	GCA_000171935.1	GCA_000006665.1
GCA_000335295.1	GCA_000005845.2	GCA_000006665.1
GCA_000335315.1	GCA_000171935.1	GCA_000006665.1
GCA_000335335.1	GCA_000171935.1	GCA_000006665.1
GCA_000335355.1	GCA_000005845.2	GCA_000006665.1
GCA_000335375.1	GCA_000005845.2	GCA_000006665.1
GCA_000335415.1	GCA_000171935.1	GCA_000006665.1
GCA_000335435.1	GCA_000171935.1	GCA_000006665.1
GCA_000335455.1	GCA_000171935.1	GCA_000006665.1
GCA_000340235.1	GCA_000005845.2	GCA_000010385.1
GCA_000340255.1	GCA_000005845.2	GCA_000005845.2
GCA_000340275.1	GCA_000176695.2	GCA_000176695.2
GCA_000340455.1	GCA_000171935.1	GCA_000006665.1
GCA_000350005.1	GCA_000005845.2	GCA_000010385.1
GCA_000350025.1	GCA_000005845.2	GCA_000005845.2
GCA_000350045.1	GCA_000005845.2	GCA_000005845.2
GCA_000350185.1	GCA_000005845.2	GCA_000005845.2
GCA_000350625.1	GCA_000026325.1	GCA_000026325.1
GCA_000350645.1	GCA_000007445.1	GCA_000014845.1
GCA_000350665.1	GCA_000007445.1	GCA_000014845.1
GCA_000350685.1	GCA_000005845.2	GCA_000350685.1
GCA_000350725.1	GCA_000005845.2	GCA_000010385.1
GCA_000350745.1	GCA_000007445.1	GCA_000014845.1
GCA_000350765.1	GCA_000007445.1	GCA_000026305.1
GCA_000350785.1	GCA_000026325.1	GCA_000350785.1
GCA_000350805.1	GCA_000007445.1	GCA_000010485.1
GCA_000350825.1	GCA_000026325.1	GCA_000026325.1
GCA_000350845.1	GCA_000007445.1	GCA_000010485.1
GCA_000350865.1	GCA_000007445.1	GCA_000007445.1
GCA_000350885.1	GCA_000005845.2	GCA_000005845.2
GCA_000350905.1	GCA_000007445.1	GCA_000010485.1
GCA_000350925.1	GCA_000026325.1	GCA_000026325.1
GCA_000350945.1	GCA_000007445.1	GCA_000007445.1
GCA_000350965.1	GCA_000007445.1	GCA_000007445.1
GCA_000350985.1	GCA_000007445.1	GCA_000007445.1
GCA_000351005.1	GCA_000007445.1	GCA_000295775.2
GCA_000351025.1	GCA_000005845.2	GCA_000326565.1
GCA_000351045.1	GCA_000007445.1	GCA_000007445.1
GCA_000351065.1	GCA_000026325.1	GCA_000026325.1
GCA_000351085.1	GCA_000007445.1	GCA_000326265.1
GCA_000351105.1	GCA_000007445.1	GCA_000007445.1
GCA_000351125.1	GCA_000026325.1	GCA_000026325.1
GCA_000351145.1	GCA_000005845.2	GCA_000010385.1
GCA_000351165.1	GCA_000005845.2	GCA_000017765.1
GCA_000351185.1	GCA_000026325.1	GCA_000026325.1
GCA_000351205.1	GCA_000007445.1	GCA_000007445.1
GCA_000351225.1	GCA_000007445.1	GCA_000010485.1
GCA_000351245.1	GCA_000007445.1	GCA_000007445.1
GCA_000351265.1	GCA_000007445.1	GCA_000326445.1
GCA_000351285.1	GCA_000026325.1	GCA_000026325.1
GCA_000351305.1	GCA_000007445.1	GCA_000007445.1
GCA_000351325.1	GCA_000005845.2	GCA_000351325.1
GCA_000351345.1	GCA_000005845.2	GCA_000164235.1
GCA_000351365.1	GCA_000026325.1	GCA_000026325.1
GCA_000351385.1	GCA_000026325.1	GCA_000351385.1
GCA_000351405.1	GCA_000351405.1	GCA_000351385.1
GCA_000351425.1	GCA_000007445.1	GCA_000351425.1
GCA_000351445.1	GCA_000007445.1	GCA_000010485.1
GCA_000351465.1	GCA_000005845.2	GCA_000005845.2
GCA_000351485.1	GCA_000007445.1	GCA_000007445.1
GCA_000351505.1	GCA_000007445.1	GCA_000007445.1
GCA_000351525.1	GCA_000005845.2	GCA_000005845.2
GCA_000351545.1	GCA_000007445.1	GCA_000326265.1
GCA_000351565.1	GCA_000007445.1	GCA_000014845.1
GCA_000351585.1	GCA_000007445.1	GCA_000007445.1
GCA_000351605.1	GCA_000007445.1	GCA_000014845.1
GCA_000351625.1	GCA_000026325.1	GCA_000351625.1
GCA_000351645.1	GCA_000007445.1	GCA_000007445.1
GCA_000351665.1	GCA_000007445.1	GCA_000014845.1
GCA_000351685.1	GCA_000176695.2	GCA_000351685.1
GCA_000351705.1	GCA_000026325.1	GCA_000351385.1
GCA_000351725.1	GCA_000005845.2	GCA_000005845.2
GCA_000351745.1	GCA_000026325.1	GCA_000026325.1
GCA_000351765.1	GCA_000005845.2	GCA_000005845.2
GCA_000351785.1	GCA_000026325.1	GCA_000026325.1
GCA_000351805.1	GCA_000007445.1	GCA_000007445.1
GCA_000351825.1	GCA_000007445.1	GCA_000007445.1
GCA_000351845.1	GCA_000007445.1	GCA_000014845.1
GCA_000351865.1	GCA_000005845.2	GCA_000005845.2
GCA_000351885.1	GCA_000026325.1	GCA_000026325.1
GCA_000351905.1	GCA_000005845.2	GCA_000017765.1
GCA_000351945.1	GCA_000019645.1	GCA_000164355.1
GCA_000351965.1	GCA_000005845.2	GCA_000005845.2
GCA_000351985.1	GCA_000005845.2	GCA_000005845.2
GCA_000352005.1	GCA_000007445.1	GCA_000010485.1
GCA_000352025.1	GCA_000007445.1	GCA_000326445.1
GCA_000352045.1	GCA_000005845.2	GCA_000005845.2
GCA_000352065.1	GCA_000007445.1	GCA_000010485.1
GCA_000352085.1	GCA_000007445.1	GCA_000007445.1
GCA_000352105.1	GCA_000026325.1	GCA_000352105.1
GCA_000352125.1	GCA_000007445.1	GCA_000010485.1
GCA_000352145.1	GCA_000007445.1	GCA_000010485.1
GCA_000352165.1	GCA_000007445.1	GCA_000007445.1
GCA_000352185.1	GCA_000005845.2	GCA_000005845.2
GCA_000352205.1	GCA_000007445.1	GCA_000010485.1
GCA_000352225.1	GCA_000007445.1	GCA_000326445.1
GCA_000352245.1	GCA_000005845.2	GCA_000010385.1
GCA_000352265.1	GCA_000007445.1	GCA_000014845.1
GCA_000352285.1	GCA_000007445.1	GCA_000007445.1
GCA_000352305.1	GCA_000005845.2	GCA_000010745.1
GCA_000352325.1	GCA_000026325.1	GCA_000326965.1
GCA_000352345.1	GCA_000026325.1	GCA_000026325.1
GCA_000352365.1	GCA_000007445.1	GCA_000014845.1
GCA_000352385.1	GCA_000007445.1	GCA_000007445.1
GCA_000352405.1	GCA_000007445.1	GCA_000014845.1
GCA_000352425.1	GCA_000026325.1	GCA_000352425.1
GCA_000352445.1	GCA_000026325.1	GCA_000352425.1
GCA_000352465.1	GCA_000007445.1	GCA_000352465.1
GCA_000352485.1	GCA_000005845.2	GCA_000010385.1
GCA_000352505.1	GCA_000005845.2	GCA_000010385.1
GCA_000352525.1	GCA_000026325.1	GCA_000351385.1
GCA_000352545.1	GCA_000007445.1	GCA_000014845.1
GCA_000352565.1	GCA_000007445.1	GCA_000014845.1
GCA_000352585.1	GCA_000005845.2	GCA_000010385.1
GCA_000352605.1	GCA_000005845.2	GCA_000010385.1
GCA_000352625.1	GCA_000026325.1	GCA_000026325.1
GCA_000352645.1	GCA_000007445.1	GCA_000007445.1
GCA_000352665.1	GCA_000026325.1	GCA_000352665.1
GCA_000352685.1	GCA_000352685.1	GCA_000352685.1
GCA_000352705.1	GCA_000026325.1	GCA_000297235.1
GCA_000352725.1	GCA_000005845.2	GCA_000005845.2
GCA_000352745.1	GCA_000026325.1	GCA_000026325.1
GCA_000352765.1	GCA_000007445.1	GCA_000010485.1
GCA_000352785.1	GCA_000007445.1	GCA_000007445.1
GCA_000352805.1	GCA_000007445.1	GCA_000007445.1
GCA_000352825.1	GCA_000026325.1	GCA_000026325.1
GCA_000352845.1	GCA_000007445.1	GCA_000010485.1
GCA_000352865.1	GCA_000007445.1	GCA_000010485.1
GCA_000352885.1	GCA_000005845.2	GCA_000010385.1
GCA_000352905.1	GCA_000007445.1	GCA_000007445.1
GCA_000352925.1	GCA_000005845.2	GCA_000326205.1
GCA_000352945.1	GCA_000005845.2	GCA_000005845.2
GCA_000352965.1	GCA_000026325.1	GCA_000326965.1
GCA_000352985.1	GCA_000005845.2	GCA_000010385.1
GCA_000353005.1	GCA_000007445.1	GCA_000007445.1
GCA_000353025.1	GCA_000007445.1	GCA_000007445.1
GCA_000353045.1	GCA_000007445.1	GCA_000010485.1
GCA_000353065.1	GCA_000007445.1	GCA_000007445.1
GCA_000353085.1	GCA_000007445.1	GCA_000010485.1
GCA_000353105.1	GCA_000007445.1	GCA_000007445.1
GCA_000353125.1	GCA_000007445.1	GCA_000007445.1
GCA_000353145.1	GCA_000007445.1	GCA_000014845.1
GCA_000353165.1	GCA_000007445.1	GCA_000014845.1
GCA_000353185.1	GCA_000007445.1	GCA_000007445.1
GCA_000353545.1	GCA_000005845.2	GCA_000010385.1
GCA_000354275.1	GCA_000005845.2	GCA_000010385.1
GCA_000354295.1	GCA_000005845.2	GCA_000010385.1
GCA_000354315.1	GCA_000005845.2	GCA_000005845.2
GCA_000354335.1	GCA_000005845.2	GCA_000225085.2
GCA_000354355.1	GCA_000005845.2	GCA_000164215.1
GCA_000354375.1	GCA_000005845.2	GCA_000354375.1
GCA_000354395.1	GCA_000005845.2	GCA_000354375.1
GCA_000354415.1	GCA_000005845.2	GCA_000354375.1
GCA_000354435.1	GCA_000005845.2	GCA_000354375.1
GCA_000354455.1	GCA_000005845.2	GCA_000010385.1
GCA_000354475.1	GCA_000005845.2	GCA_000354375.1
GCA_000354495.1	GCA_000005845.2	GCA_000354375.1
GCA_000354515.1	GCA_000005845.2	GCA_000354375.1
GCA_000354535.1	GCA_000005845.2	GCA_000354375.1
GCA_000354555.1	GCA_000005845.2	GCA_000354375.1
GCA_000354575.1	GCA_000005845.2	GCA_000010745.1
GCA_000354595.1	GCA_000005845.2	GCA_000164215.1
GCA_000354615.1	GCA_000005845.2	GCA_000164215.1
GCA_000354735.1	GCA_000005845.2	GCA_000164215.1
GCA_000354755.1	GCA_000005845.2	GCA_000010385.1
GCA_000354775.1	GCA_000005845.2	GCA_000010385.1
GCA_000354795.1	GCA_000005845.2	GCA_000005845.2
GCA_000354815.1	GCA_000005845.2	GCA_000010385.1
GCA_000354835.1	GCA_000005845.2	GCA_000164215.1
GCA_000354855.1	GCA_000005845.2	GCA_000005845.2
GCA_000354875.1	GCA_000005845.2	GCA_000010385.1
GCA_000354895.1	GCA_000005845.2	GCA_000005845.2
GCA_000354915.1	GCA_000005845.2	GCA_000005845.2
GCA_000354935.1	GCA_000005845.2	GCA_000010385.1
GCA_000354955.1	GCA_000005845.2	GCA_000010385.1
GCA_000354975.1	GCA_000005845.2	GCA_000010385.1
GCA_000354995.1	GCA_000005845.2	GCA_000010385.1
GCA_000355015.1	GCA_000005845.2	GCA_000010385.1
GCA_000355035.1	GCA_000005845.2	GCA_000354375.1
GCA_000355055.1	GCA_000005845.2	GCA_000010385.1
GCA_000355075.1	GCA_000005845.2	GCA_000010385.1
GCA_000355095.1	GCA_000005845.2	GCA_000164215.1
GCA_000355115.1	GCA_000005845.2	GCA_000164215.1
GCA_000355155.1	GCA_000005845.2	GCA_000166595.2
GCA_000355175.1	GCA_000005845.2	GCA_000225085.2
GCA_000355195.1	GCA_000005845.2	GCA_000166555.2
GCA_000355215.1	GCA_000005845.2	GCA_000026245.1
GCA_000355235.1	GCA_000005845.2	GCA_000164215.1
GCA_000355255.1	GCA_000005845.2	GCA_000010385.1
GCA_000355275.1	GCA_000005845.2	GCA_000010385.1
GCA_000355295.1	GCA_000005845.2	GCA_000010745.1
GCA_000355315.1	GCA_000005845.2	GCA_000166595.2
GCA_000355335.1	GCA_000005845.2	GCA_000010385.1
GCA_000355355.1	GCA_000005845.2	GCA_000010385.1
GCA_000355375.1	GCA_000005845.2	GCA_000010385.1
GCA_000355395.1	GCA_000005845.2	GCA_000010745.1
GCA_000355415.1	GCA_000005845.2	GCA_000355415.1
GCA_000355435.1	GCA_000005845.2	GCA_000326205.1
GCA_000355455.1	GCA_000005845.2	GCA_000005845.2
GCA_000355475.1	GCA_000005845.2	GCA_000005845.2
GCA_000355495.1	GCA_000005845.2	GCA_000010745.1
GCA_000355515.1	GCA_000005845.2	GCA_000164235.1
GCA_000355535.1	GCA_000005845.2	GCA_000005845.2
GCA_000355555.1	GCA_000005845.2	GCA_000355555.1
GCA_000355575.1	GCA_000005845.2	GCA_000005845.2
GCA_000355595.1	GCA_000005845.2	GCA_000010385.1
GCA_000355615.1	GCA_000005845.2	GCA_000010385.1
GCA_000356005.1	GCA_000005845.2	GCA_000166595.2
GCA_000356025.1	GCA_000005845.2	GCA_000166595.2
GCA_000356045.1	GCA_000005845.2	GCA_000005845.2
GCA_000356065.1	GCA_000005845.2	GCA_000010385.1
GCA_000356085.1	GCA_000005845.2	GCA_000010385.1
GCA_000356105.1	GCA_000005845.2	GCA_000010385.1
GCA_000356125.1	GCA_000005845.2	GCA_000164215.1
GCA_000356145.1	GCA_000005845.2	GCA_000005845.2
GCA_000356165.1	GCA_000005845.2	GCA_000017765.1
GCA_000356185.1	GCA_000005845.2	GCA_000005845.2
GCA_000356205.1	GCA_000005845.2	GCA_000005845.2
GCA_000356225.1	GCA_000005845.2	GCA_000005845.2
GCA_000356245.1	GCA_000005845.2	GCA_000355415.1
GCA_000356265.1	GCA_000005845.2	GCA_000354375.1
GCA_000356285.1	GCA_000005845.2	GCA_000005845.2
GCA_000356305.1	GCA_000005845.2	GCA_000010385.1
GCA_000356325.1	GCA_000005845.2	GCA_000164215.1
GCA_000356345.1	GCA_000005845.2	GCA_000166595.2
GCA_000356365.1	GCA_000005845.2	GCA_000010385.1
GCA_000356385.1	GCA_000005845.2	GCA_000005845.2
GCA_000356405.1	GCA_000005845.2	GCA_000005845.2
GCA_000356425.1	GCA_000005845.2	GCA_000010385.1
GCA_000356445.1	GCA_000005845.2	GCA_000010385.1
GCA_000356465.1	GCA_000005845.2	GCA_000017765.1
GCA_000356485.1	GCA_000005845.2	GCA_000010385.1
GCA_000356505.1	GCA_000005845.2	GCA_000010385.1
GCA_000356525.1	GCA_000005845.2	GCA_000355415.1
GCA_000356545.1	GCA_000005845.2	GCA_000010745.1
GCA_000356565.1	GCA_000005845.2	GCA_000010385.1
GCA_000356585.1	GCA_000005845.2	GCA_000005845.2
GCA_000356605.1	GCA_000005845.2	GCA_000026245.1
GCA_000356625.1	GCA_000005845.2	GCA_000026245.1
GCA_000356645.1	GCA_000005845.2	GCA_000005845.2
GCA_000356665.1	GCA_000005845.2	GCA_000010385.1
GCA_000356685.1	GCA_000005845.2	GCA_000005845.2
GCA_000356705.1	GCA_000005845.2	GCA_000005845.2
GCA_000356725.1	GCA_000005845.2	GCA_000164235.1
GCA_000356745.1	GCA_000005845.2	GCA_000356745.1
GCA_000356765.1	GCA_000005845.2	GCA_000010385.1
GCA_000356785.1	GCA_000005845.2	GCA_000010745.1
GCA_000356805.1	GCA_000005845.2	GCA_000010385.1
GCA_000356825.1	GCA_000005845.2	GCA_000005845.2
GCA_000356845.1	GCA_000005845.2	GCA_000010385.1
GCA_000356865.1	GCA_000005845.2	GCA_000010385.1
GCA_000356885.1	GCA_000005845.2	GCA_000005845.2
GCA_000356905.1	GCA_000005845.2	GCA_000225085.2
GCA_000356925.1	GCA_000005845.2	GCA_000355415.1
GCA_000356945.1	GCA_000005845.2	GCA_000010385.1
GCA_000356965.1	GCA_000005845.2	GCA_000010385.1
GCA_000356985.1	GCA_000005845.2	GCA_000010385.1
GCA_000357005.1	GCA_000005845.2	GCA_000010385.1
GCA_000357025.1	GCA_000005845.2	GCA_000005845.2
GCA_000357045.1	GCA_000005845.2	GCA_000010385.1
GCA_000357065.1	GCA_000005845.2	GCA_000355415.1
GCA_000357085.1	GCA_000005845.2	GCA_000166595.2
GCA_000357105.1	GCA_000005845.2	GCA_000010385.1
GCA_000357125.1	GCA_000005845.2	GCA_000010385.1
GCA_000357145.1	GCA_000005845.2	GCA_000010385.1
GCA_000357165.1	GCA_000005845.2	GCA_000357165.1
GCA_000357185.1	GCA_000005845.2	GCA_000010385.1
GCA_000357205.1	GCA_000005845.2	GCA_000010385.1
GCA_000357225.1	GCA_000005845.2	GCA_000010385.1
GCA_000357245.1	GCA_000005845.2	GCA_000010385.1
GCA_000357265.1	GCA_000005845.2	GCA_000010385.1
GCA_000357285.1	GCA_000005845.2	GCA_000005845.2
GCA_000357305.1	GCA_000005845.2	GCA_000010385.1
GCA_000357325.1	GCA_000005845.2	GCA_000010385.1
GCA_000357345.1	GCA_000005845.2	GCA_000010385.1
GCA_000357365.1	GCA_000005845.2	GCA_000010385.1
GCA_000357385.1	GCA_000005845.2	GCA_000355415.1
GCA_000357405.1	GCA_000005845.2	GCA_000355415.1
GCA_000357425.1	GCA_000005845.2	GCA_000355415.1
GCA_000357445.1	GCA_000005845.2	GCA_000355415.1
GCA_000357465.1	GCA_000005845.2	GCA_000010385.1
GCA_000357485.1	GCA_000005845.2	GCA_000010385.1
GCA_000357505.1	GCA_000005845.2	GCA_000010385.1
GCA_000357525.1	GCA_000005845.2	GCA_000166595.2
GCA_000357545.1	GCA_000005845.2	GCA_000355415.1
GCA_000357565.1	GCA_000005845.2	GCA_000355415.1
GCA_000357585.1	GCA_000005845.2	GCA_000005845.2
GCA_000357605.1	GCA_000005845.2	GCA_000010385.1
GCA_000357625.1	GCA_000005845.2	GCA_000166595.2
GCA_000357645.1	GCA_000005845.2	GCA_000005845.2
GCA_000357665.1	GCA_000005845.2	GCA_000010385.1
GCA_000357685.1	GCA_000005845.2	GCA_000010385.1
GCA_000357705.1	GCA_000005845.2	GCA_000005845.2
GCA_000357725.1	GCA_000005845.2	GCA_000355415.1
GCA_000357745.1	GCA_000005845.2	GCA_000164335.1
GCA_000357765.1	GCA_000005845.2	GCA_000026245.1
GCA_000357785.1	GCA_000005845.2	GCA_000010385.1
GCA_000357805.1	GCA_000005845.2	GCA_000010385.1
GCA_000357825.1	GCA_000005845.2	GCA_000010385.1
GCA_000357845.1	GCA_000005845.2	GCA_000010385.1
GCA_000357865.1	GCA_000005845.2	GCA_000010385.1
GCA_000357885.1	GCA_000005845.2	GCA_000010385.1
GCA_000357905.1	GCA_000005845.2	GCA_000010385.1
GCA_000357925.1	GCA_000005845.2	GCA_000005845.2
GCA_000357945.1	GCA_000005845.2	GCA_000005845.2
GCA_000357965.1	GCA_000005845.2	GCA_000005845.2
GCA_000357985.1	GCA_000005845.2	GCA_000005845.2
GCA_000358005.1	GCA_000005845.2	GCA_000005845.2
GCA_000358025.1	GCA_000005845.2	GCA_000005845.2
GCA_000358045.1	GCA_000005845.2	GCA_000005845.2
GCA_000358065.1	GCA_000005845.2	GCA_000005845.2
GCA_000358085.1	GCA_000005845.2	GCA_000005845.2
GCA_000358105.1	GCA_000005845.2	GCA_000005845.2
GCA_000358125.1	GCA_000005845.2	GCA_000005845.2
GCA_000358145.1	GCA_000005845.2	GCA_000355555.1
GCA_000358165.1	GCA_000005845.2	GCA_000010385.1
GCA_000358185.1	GCA_000005845.2	GCA_000164215.1
GCA_000358205.1	GCA_000005845.2	GCA_000164215.1
GCA_000358225.1	GCA_000005845.2	GCA_000164215.1
GCA_000358245.1	GCA_000005845.2	GCA_000164215.1
GCA_000358265.1	GCA_000005845.2	GCA_000164215.1
GCA_000358285.1	GCA_000005845.2	GCA_000164215.1
GCA_000358315.1	GCA_000005845.2	GCA_000164215.1
GCA_000358335.1	GCA_000005845.2	GCA_000164215.1
GCA_000358355.1	GCA_000005845.2	GCA_000164215.1
GCA_000358375.1	GCA_000005845.2	GCA_000164215.1
GCA_000358395.1	GCA_000005845.2	GCA_000010765.1
GCA_000358415.1	GCA_000005845.2	GCA_000164215.1
GCA_000358435.1	GCA_000005845.2	GCA_000010385.1
GCA_000358455.1	GCA_000005845.2	GCA_000010385.1
GCA_000358475.1	GCA_000005845.2	GCA_000010385.1
GCA_000358495.1	GCA_000005845.2	GCA_000010385.1
GCA_000358515.1	GCA_000005845.2	GCA_000010385.1
GCA_000358535.1	GCA_000005845.2	GCA_000010385.1
GCA_000358555.1	GCA_000005845.2	GCA_000010765.1
GCA_000358575.1	GCA_000005845.2	GCA_000010385.1
GCA_000358595.1	GCA_000005845.2	GCA_000010385.1
GCA_000358615.1	GCA_000005845.2	GCA_000010385.1
GCA_000358635.1	GCA_000005845.2	GCA_000010385.1
GCA_000358655.1	GCA_000005845.2	GCA_000010765.1
GCA_000358675.1	GCA_000005845.2	GCA_000010385.1
GCA_000358695.1	GCA_000005845.2	GCA_000010385.1
GCA_000358715.1	GCA_000005845.2	GCA_000010385.1
GCA_000358735.1	GCA_000005845.2	GCA_000010385.1
GCA_000358755.1	GCA_000005845.2	GCA_000164215.1
GCA_000358775.1	GCA_000005845.2	GCA_000166595.2
GCA_000358795.1	GCA_000005845.2	GCA_000010385.1
