Name	Species	O-type	H-type	Serotype	QC	Evidence	GeneScores	AlleleKeys	GeneIdentities(%)	GeneCoverages(%)	GeneContigNames	GeneRanges	GeneLengths	Database	Warnings
CUEN23-1_SAMEA111330889_ISOG.scaffolds.min200	-	O153	H9	O153:H9	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O153-3-wzx-origin;O153-4-wzy-origin;H9-5-fliC;	99.915;100;99.901;	100;100;100;	CUEN23-1_SAMEA111330889_ISOG-scaffold_23;CUEN23-1_SAMEA111330889_ISOG-scaffold_23;CUEN23-1_SAMEA111330889_ISOG-scaffold_1;	533-1711;2668-3846;131837-133849;	1179;1179;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 11:O153/O178 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111330890_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111330890_ISOG-scaffold_3;CUEN23-1_SAMEA111330890_ISOG-scaffold_3;CUEN23-1_SAMEA111330890_ISOG-scaffold_16;	366497-367756;369909-370971;23634-24683;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330891_ISOG.scaffolds.min200	-	O77/O17/O44/O106/O73	H18	O77/O17/O44/O106/O73:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330891_ISOG-scaffold_1;CUEN23-1_SAMEA111330891_ISOG-scaffold_1;CUEN23-1_SAMEA111330891_ISOG-scaffold_1;	530262-531497;531539-532870;427618-429282;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111330892_ISOG.scaffolds.min200	-	O2/O50	H7	O2/O50:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-5-wzx;O2-11-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330892_ISOG-scaffold_2;CUEN23-1_SAMEA111330892_ISOG-scaffold_2;CUEN23-1_SAMEA111330892_ISOG-scaffold_1;	394798-396060;397773-398735;175138-176895;	1263;963;1758;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111330893_ISOG.scaffolds.min200	-	O147	H30	O147:H30	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O147-1-wzx-origin;O147-2-wzy-origin;H30-2-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330893_ISOG-scaffold_5;CUEN23-1_SAMEA111330893_ISOG-scaffold_5;CUEN23-1_SAMEA111330893_ISOG-scaffold_33;	119411-120643;120699-121886;41818-43530;	1233;1188;1713;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330894_ISOG.scaffolds.min200	-	O91	H21	O91:H21	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O91-1-wzx-origin;O91-5-wzy;H21-12-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330894_ISOG-scaffold_1;CUEN23-1_SAMEA111330894_ISOG-scaffold_1;CUEN23-1_SAMEA111330894_ISOG-scaffold_23;	51058-52323;47057-48268;7031-8506;	1266;1212;1476;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330895_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330895_ISOG-scaffold_1;CUEN23-1_SAMEA111330895_ISOG-scaffold_1;CUEN23-1_SAMEA111330895_ISOG-scaffold_2;	584024-585280;585280-586623;189985-191772;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330896_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111330896_ISOG-scaffold_19;CUEN23-1_SAMEA111330896_ISOG-scaffold_19;CUEN23-1_SAMEA111330896_ISOG-scaffold_16;	30293-31552;27078-28140;38281-39330;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330897_ISOG.scaffolds.min200	-	O2/O50	H1	O2/O50:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O2-1-wzx-origin;O2-11-wzy;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330897_ISOG-scaffold_2;CUEN23-1_SAMEA111330897_ISOG-scaffold_2;CUEN23-1_SAMEA111330897_ISOG-scaffold_15;	401286-402548;404261-405223;66616-68403;	1263;963;1788;	v1.0 (11-03-2020)	High similarity O-antigen group 7:O2/O50 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111330898_ISOG.scaffolds.min200	-	O18	H1	O18:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O18-6-wzx;O18-11-wzy;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330898_ISOG-scaffold_2;CUEN23-1_SAMEA111330898_ISOG-scaffold_2;CUEN23-1_SAMEA111330898_ISOG-scaffold_1;	361778-363025;363084-364272;177769-179556;	1248;1189;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330899_ISOG.scaffolds.min200	-	O147	H7	O147:H7	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O147-1-wzx-origin;O147-2-wzy-origin;H7-6-fliC-origin;	99.919;100;100;	100;100;100;	CUEN23-1_SAMEA111330899_ISOG-scaffold_3;CUEN23-1_SAMEA111330899_ISOG-scaffold_3;CUEN23-1_SAMEA111330899_ISOG-scaffold_3;	230077-231309;228834-230021;122214-123971;	1233;1188;1758;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330900_ISOG.scaffolds.min200	-	O89	H9	O89:H9	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;	94.103;93.625;100;	100;100;100;	CUEN23-1_SAMEA111330900_ISOG-scaffold_41;CUEN23-1_SAMEA111330900_ISOG-scaffold_41;CUEN23-1_SAMEA111330900_ISOG-scaffold_1;	5664-6443;6450-7202;433059-435071;	780;753;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111330901_ISOG.scaffolds.min200	-	O89	H9	O89:H9	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;	94.103;93.625;100;	100;100;100;	CUEN23-1_SAMEA111330901_ISOG-scaffold_42;CUEN23-1_SAMEA111330901_ISOG-scaffold_42;CUEN23-1_SAMEA111330901_ISOG-scaffold_1;	6582-7361;5823-6575;432738-434750;	780;753;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111330902_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330902_ISOG-scaffold_3;CUEN23-1_SAMEA111330902_ISOG-scaffold_3;CUEN23-1_SAMEA111330902_ISOG-scaffold_1;	31853-33109;30510-31853;175211-176998;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330903_ISOG.scaffolds.min200	-	O89	H9	O89:H9	-	Based on 3 allele(s)	wzm:0.941;wzt:0.936;fliC:1;	O89-1-wzm-origin;O89-4-wzt;H9-3-fliC;	94.103;93.625;99.702;	100;100;100;	CUEN23-1_SAMEA111330903_ISOG-scaffold_37;CUEN23-1_SAMEA111330903_ISOG-scaffold_37;CUEN23-1_SAMEA111330903_ISOG-scaffold_1;	5663-6442;6449-7201;433708-435714;	780;753;2013;	v1.0 (11-03-2020)	High similarity O-antigen group 15:O89/O101/O162 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111330904_ISOG.scaffolds.min200	-	O102	H6	O102:H6	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O102-6-wzx;O102-9-wzy;H6-17-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330904_ISOG-scaffold_1;CUEN23-1_SAMEA111330904_ISOG-scaffold_1;CUEN23-1_SAMEA111330904_ISOG-scaffold_8;	7543-8730;5410-6540;133918-135570;	1188;1131;1653;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330905_ISOG.scaffolds.min200	-	O4	H1	O4:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O4-1-wzx-origin;O4-2-wzy-origin;H1-3-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330905_ISOG-scaffold_23;CUEN23-1_SAMEA111330905_ISOG-scaffold_23;CUEN23-1_SAMEA111330905_ISOG-scaffold_1;	12462-13700;10379-11566;385784-387571;	1239;1188;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330906_ISOG.scaffolds.min200	-	O18	H7	O18:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O18-6-wzx;O18-11-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330906_ISOG-scaffold_5;CUEN23-1_SAMEA111330906_ISOG-scaffold_5;CUEN23-1_SAMEA111330906_ISOG-scaffold_6;	292624-293871;293930-295118;205722-207479;	1248;1189;1758;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330907_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330907_ISOG-scaffold_4;CUEN23-1_SAMEA111330907_ISOG-scaffold_4;CUEN23-1_SAMEA111330907_ISOG-scaffold_1;	400483-401739;401739-403082;487979-489766;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330908_ISOG.scaffolds.min200	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330908_ISOG-scaffold_1;CUEN23-1_SAMEA111330908_ISOG-scaffold_1;CUEN23-1_SAMEA111330908_ISOG-scaffold_13;	402138-403382;404415-405593;89641-91305;	1245;1179;1665;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330909_ISOG.scaffolds.min200	-	O77/O17/O44/O106/O73	H18	O77/O17/O44/O106/O73:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330909_ISOG-scaffold_1;CUEN23-1_SAMEA111330909_ISOG-scaffold_1;CUEN23-1_SAMEA111330909_ISOG-scaffold_1;	520031-521266;521308-522639;359216-360880;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111330910_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330910_ISOG-scaffold_3;CUEN23-1_SAMEA111330910_ISOG-scaffold_3;CUEN23-1_SAMEA111330910_ISOG-scaffold_1;	336533-337789;337789-339132;177738-179525;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330911_ISOG.scaffolds.min200	-	O166	H15	O166:H15	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O166-3-wzx;O166-4-wzy;H15-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330911_ISOG-scaffold_12;CUEN23-1_SAMEA111330911_ISOG-scaffold_12;CUEN23-1_SAMEA111330911_ISOG-scaffold_1;	62057-63310;64201-65274;36316-38004;	1254;1074;1689;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330912_ISOG.scaffolds.min200	-	O143	H4	O143:H4	-	Based on 3 allele(s)	wzx:0.999;wzy:1;fliC:1;	O143-4-wzx;O143-7-wzy;H4-2-fliC-origin;	99.917;100;100;	100;100;100;	CUEN23-1_SAMEA111330912_ISOG-scaffold_3;CUEN23-1_SAMEA111330912_ISOG-scaffold_3;CUEN23-1_SAMEA111330912_ISOG-scaffold_10;	37871-39076;34806-35887;40793-41842;	1206;1082;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330913_ISOG.scaffolds.min200	-	O9	H9	O9:H9	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O9-14-wzm;O9-19-wzt;H9-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330913_ISOG-scaffold_8;CUEN23-1_SAMEA111330913_ISOG-scaffold_8;CUEN23-1_SAMEA111330913_ISOG-scaffold_1;	34967-35752;33669-34964;487920-489932;	786;1296;2013;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330914_ISOG.scaffolds.min200	-	O9	H9	O9:H9	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O9-14-wzm;O9-19-wzt;H9-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330914_ISOG-scaffold_22;CUEN23-1_SAMEA111330914_ISOG-scaffold_22;CUEN23-1_SAMEA111330914_ISOG-scaffold_1;	34967-35752;33669-34964;89926-91938;	786;1296;2013;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330915_ISOG.scaffolds.min200	-	O9	H9	O9:H9	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O9-14-wzm;O9-19-wzt;H9-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330915_ISOG-scaffold_7;CUEN23-1_SAMEA111330915_ISOG-scaffold_7;CUEN23-1_SAMEA111330915_ISOG-scaffold_14;	34967-35752;33669-34964;6968-8980;	786;1296;2013;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330916_ISOG.scaffolds.min200	-	O9	H9	O9:H9	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O9-14-wzm;O9-19-wzt;H9-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330916_ISOG-scaffold_7;CUEN23-1_SAMEA111330916_ISOG-scaffold_7;CUEN23-1_SAMEA111330916_ISOG-scaffold_1;	34967-35752;33669-34964;489263-491275;	786;1296;2013;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330917_ISOG.scaffolds.min200	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330917_ISOG-scaffold_14;CUEN23-1_SAMEA111330917_ISOG-scaffold_14;CUEN23-1_SAMEA111330917_ISOG-scaffold_1;	45327-46553;42055-43059;386072-387829;	1227;1005;1758;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330918_ISOG.scaffolds.min200	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330918_ISOG-scaffold_2;CUEN23-1_SAMEA111330918_ISOG-scaffold_2;CUEN23-1_SAMEA111330918_ISOG-scaffold_1;	391880-393106;395374-396378;100068-101825;	1227;1005;1758;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330919_ISOG.scaffolds.min200	-	O25	H18	O25:H18	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H18-1-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111330919_ISOG-scaffold_31;CUEN23-1_SAMEA111330919_ISOG-scaffold_31;CUEN23-1_SAMEA111330919_ISOG-scaffold_1;	34400-35659;37812-38874;381458-383122;	1260;1063;1665;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330920_ISOG.scaffolds.min200	-	O25	H1	O25:H1	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O25-3-wzx;O25-5-wzy;H1-1-fliC-origin;	100;99.906;100;	100;100;100;	CUEN23-1_SAMEA111330920_ISOG-scaffold_4;CUEN23-1_SAMEA111330920_ISOG-scaffold_4;CUEN23-1_SAMEA111330920_ISOG-scaffold_2;	435498-436758;438915-439976;369114-370901;	1261;1063;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330921_ISOG.scaffolds.min200	-	O15	H18	O15:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O15-4-wzx;O15-8-wzy;H18-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330921_ISOG-scaffold_78;CUEN23-1_SAMEA111330921_ISOG-scaffold_78;CUEN23-1_SAMEA111330921_ISOG-scaffold_6;	2951-4195;740-1918;89636-91300;	1245;1179;1665;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330922_ISOG.scaffolds.min200	-	O77/O17/O44/O106	H18	O77/O17/O44/O106:H18	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O77-1-wzx-origin/O17-1-wzx-origin;O77-3-wzy-inhouse/O17-2-wzy-origin;H18-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330922_ISOG-scaffold_2;CUEN23-1_SAMEA111330922_ISOG-scaffold_2;CUEN23-1_SAMEA111330922_ISOG-scaffold_1;	406748-407983;405375-406706;302768-304432;	1236;1332;1665;	v1.0 (11-03-2020)	High similarity O-antigen group 9:O17/O44/O73/O77/O106 as per A.Iguchi et.al (PMID: 25428893)
CUEN23-1_SAMEA111330923_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111330923_ISOG-scaffold_20;CUEN23-1_SAMEA111330923_ISOG-scaffold_20;CUEN23-1_SAMEA111330923_ISOG-scaffold_16;	76236-77495;79648-80710;97190-98239;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330924_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330924_ISOG-scaffold_4;CUEN23-1_SAMEA111330924_ISOG-scaffold_4;CUEN23-1_SAMEA111330924_ISOG-scaffold_1;	400522-401778;401778-403121;483778-485565;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330925_ISOG.scaffolds.min200	-	O18	H5	O18:H5	-	Based on 3 allele(s)	wzx:1;wzy:0.999;fliC:1;	O18-1-wzx-origin;O18-3-wzy-origin;H5-6-fliC;	100;99.916;99.924;	100;100;100;	CUEN23-1_SAMEA111330925_ISOG-scaffold_18;CUEN23-1_SAMEA111330925_ISOG-scaffold_18;CUEN23-1_SAMEA111330925_ISOG-scaffold_12;	9743-10990;8496-9686;58869-60178;	1248;1191;1310;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330926_ISOG.scaffolds.min200	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330926_ISOG-scaffold_2;CUEN23-1_SAMEA111330926_ISOG-scaffold_2;CUEN23-1_SAMEA111330926_ISOG-scaffold_1;	386549-387775;390043-391047;367779-369536;	1227;1005;1758;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330927_ISOG.scaffolds.min200	-	O8/O112	H24	O8/O112:H24	-	Based on 3 allele(s)	wzm:1;wzt:0.998;fliC:0.96;	O8-1-wzm-origin;O8-3-wzt-origin;H24-1-fliC-origin;	100;99.753;96.877;	100;100;99;	CUEN23-1_SAMEA111330927_ISOG-scaffold_2;CUEN23-1_SAMEA111330927_ISOG-scaffold_2;CUEN23-1_SAMEA111330927_ISOG-scaffold_2;	43976-44770;44770-45984;150601-151977;	795;1215;1377;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330928_ISOG.scaffolds.min200	-	O8	H19	O8:H19	-	Based on 3 allele(s)	wzm:1;wzt:1;fliC:1;	O8-1-wzm-origin;O8-3-wzt-origin;H19-2-fliC-origin;	100;100;99.946;	100;100;100;	CUEN23-1_SAMEA111330928_ISOG-scaffold_39;CUEN23-1_SAMEA111330928_ISOG-scaffold_39;CUEN23-1_SAMEA111330928_ISOG-scaffold_1;	3635-4429;4429-5643;2497-4338;	795;1215;1842;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330929_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111330929_ISOG-scaffold_2;CUEN23-1_SAMEA111330929_ISOG-scaffold_2;CUEN23-1_SAMEA111330929_ISOG-scaffold_12;	124134-125393;120919-121981;38281-39330;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330930_ISOG.scaffolds.min200	-	O25	H4	O25:H4	-	Based on 3 allele(s)	wzx:0.96;wzy:0.957;fliC:1;	O25-1-wzx-origin;O25-2-wzy-origin;H4-2-fliC-origin;	96.032;95.673;100;	100;100;100;	CUEN23-1_SAMEA111330930_ISOG-scaffold_2;CUEN23-1_SAMEA111330930_ISOG-scaffold_2;CUEN23-1_SAMEA111330930_ISOG-scaffold_16;	366497-367756;369909-370971;24173-25222;	1260;1063;1050;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330931_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330931_ISOG-scaffold_1;CUEN23-1_SAMEA111330931_ISOG-scaffold_1;CUEN23-1_SAMEA111330931_ISOG-scaffold_5;	357134-358390;358390-359733;136862-138649;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330932_ISOG.scaffolds.min200	-	O11	H11	O11:H11	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O11-1-wzx-origin;O11-2-wzy-origin;H11-4-fliC;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330932_ISOG-scaffold_64;CUEN23-1_SAMEA111330932_ISOG-scaffold_64;CUEN23-1_SAMEA111330932_ISOG-scaffold_5;	4200-5435;2234-3469;27525-28983;	1236;1236;1459;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330933_ISOG.scaffolds.min200	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-6-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330933_ISOG-scaffold_3;CUEN23-1_SAMEA111330933_ISOG-scaffold_3;CUEN23-1_SAMEA111330933_ISOG-scaffold_2;	25465-26691;22193-23197;100075-101832;	1227;1005;1758;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330934_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330934_ISOG-scaffold_14;CUEN23-1_SAMEA111330934_ISOG-scaffold_14;CUEN23-1_SAMEA111330934_ISOG-scaffold_1;	31722-32978;30379-31722;392319-394106;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330935_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-7-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330935_ISOG-scaffold_2;CUEN23-1_SAMEA111330935_ISOG-scaffold_2;CUEN23-1_SAMEA111330935_ISOG-scaffold_1;	31853-33109;30510-31853;392795-394582;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330936_ISOG.scaffolds.min200	-	O1	H7	O1:H7	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O1-1-wzx-origin;O1-7-wzy;H7-3-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330936_ISOG-scaffold_15;CUEN23-1_SAMEA111330936_ISOG-scaffold_15;CUEN23-1_SAMEA111330936_ISOG-scaffold_1;	63994-65220;67488-68492;7156-8913;	1227;1005;1758;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330937_ISOG.scaffolds.min200	-	O6	H1	O6:H1	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O6-1-wzx-origin;O6-4-wzy-origin;H1-1-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330937_ISOG-scaffold_3;CUEN23-1_SAMEA111330937_ISOG-scaffold_3;CUEN23-1_SAMEA111330937_ISOG-scaffold_1;	28365-29621;27022-28365;530078-531865;	1257;1344;1788;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330938_ISOG.scaffolds.min200	-	O91	H21	O91:H21	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O91-1-wzx-origin;O91-5-wzy;H21-9-fliC;	100;100;99.932;	100;100;100;	CUEN23-1_SAMEA111330938_ISOG-scaffold_1;CUEN23-1_SAMEA111330938_ISOG-scaffold_1;CUEN23-1_SAMEA111330938_ISOG-scaffold_1;	181250-182515;185305-186516;278456-279931;	1266;1212;1476;	v1.0 (11-03-2020)	-
CUEN23-1_SAMEA111330939_ISOG.scaffolds.min200	-	O71	H12	O71:H12	-	Based on 3 allele(s)	wzx:1;wzy:1;fliC:1;	O71-1-wzx-origin;O71-2-wzy-origin;H12-3-fliC-origin;	100;100;100;	100;100;100;	CUEN23-1_SAMEA111330939_ISOG-scaffold_14;CUEN23-1_SAMEA111330939_ISOG-scaffold_14;CUEN23-1_SAMEA111330939_ISOG-scaffold_41;	72122-73396;74801-76090;6966-8753;	1275;1290;1788;	v1.0 (11-03-2020)	-
